method_name,num_params,line_number,num_calls,num_locals,num_returns,num_invocations,body_size,num_control_structures,full_name
terms,1,Some(179),10,1,2,10,39,2,org.apache.lucene.index.ParallelReader$ParallelFieldsEnum.terms:java.util.TermsEnum()
addField,3,Some(196),5,1,0,5,25,0,org.apache.lucene.index.ParallelReader$ParallelFields.addField:void(java.lang.String,java.util.IndexReader)
iterator,1,Some(201),3,1,1,3,18,0,org.apache.lucene.index.ParallelReader$ParallelFields.iterator:java.util.FieldsEnum()
terms,2,Some(205),2,0,1,2,16,0,org.apache.lucene.index.ParallelReader$ParallelFields.terms:java.util.Terms(java.lang.String)
<init>,2,Some(193),7,0,0,7,23,0,org.apache.lucene.index.ParallelReader$ParallelFields.<init>:void()
getDeletedDocs,1,Some(211),3,0,1,3,16,0,org.apache.lucene.index.ParallelReader.getDeletedDocs:org.apache.lucene.util.Bits()
fields,1,Some(216),1,0,1,1,12,0,org.apache.lucene.index.ParallelReader.fields:java.util.Fields()
clone,1,Some(221),5,1,1,5,26,2,org.apache.lucene.index.ParallelReader.clone:java.lang.Object()
reopen,1,Some(249),1,0,1,1,12,0,org.apache.lucene.index.ParallelReader.reopen:java.util.IndexReader()
doReopen,2,Some(254),65,11,2,65,206,16,org.apache.lucene.index.ParallelReader.doReopen:java.util.IndexReader(boolean)
numDocs,1,Some(320),1,0,1,1,12,0,org.apache.lucene.index.ParallelReader.numDocs:int()
maxDoc,1,Some(326),1,0,1,1,12,0,org.apache.lucene.index.ParallelReader.maxDoc:int()
hasDeletions,1,Some(332),1,0,1,1,12,0,org.apache.lucene.index.ParallelReader.hasDeletions:boolean()
doDelete,2,Some(339),9,2,0,9,34,1,org.apache.lucene.index.ParallelReader.doDelete:void(int)
doUndeleteAll,1,Some(348),9,2,0,9,31,1,org.apache.lucene.index.ParallelReader.doUndeleteAll:void()
document,3,Some(357),34,10,1,34,111,7,org.apache.lucene.index.ParallelReader.document:org.apache.lucene.document.Document(int,org.apache.lucene.document.FieldSelector)
getTermFreqVectors,2,Some(383),22,6,1,22,66,2,org.apache.lucene.index.ParallelReader.getTermFreqVectors:java.util.TermFreqVector[](int)
getTermFreqVector,3,Some(398),7,1,1,7,32,0,org.apache.lucene.index.ParallelReader.getTermFreqVector:java.util.TermFreqVector(int,java.lang.String)
getTermFreqVector,4,Some(407),6,1,0,6,34,1,org.apache.lucene.index.ParallelReader.getTermFreqVector:void(int,java.lang.String,java.util.TermVectorMapper)
getTermFreqVector,3,Some(416),13,4,0,13,46,1,org.apache.lucene.index.ParallelReader.getTermFreqVector:void(int,java.util.TermVectorMapper)
hasNorms,2,Some(429),7,1,1,7,29,0,org.apache.lucene.index.ParallelReader.hasNorms:boolean(java.lang.String)
norms,2,Some(436),17,2,5,17,73,4,org.apache.lucene.index.ParallelReader.norms:byte[](java.lang.String)
doSetNorm,4,Some(457),8,1,0,8,43,1,org.apache.lucene.index.ParallelReader.doSetNorm:void(int,java.lang.String,byte)
docFreq,2,Some(469),8,1,1,8,30,0,org.apache.lucene.index.ParallelReader.docFreq:int(java.util.Term)
docFreq,3,Some(476),7,1,1,7,32,0,org.apache.lucene.index.ParallelReader.docFreq:int(java.lang.String,org.apache.lucene.util.BytesRef)
isCurrent,1,Some(486),8,2,2,8,33,2,org.apache.lucene.index.ParallelReader.isCurrent:boolean()
isOptimized,1,Some(501),8,2,2,8,33,2,org.apache.lucene.index.ParallelReader.isOptimized:boolean()
getVersion,1,Some(517),4,1,0,4,18,0,org.apache.lucene.index.ParallelReader.getVersion:long()
getSubReaders,1,Some(523),5,0,1,5,16,0,org.apache.lucene.index.ParallelReader.getSubReaders:java.util.IndexReader[]()
doCommit,2,Some(527),7,2,0,7,29,1,org.apache.lucene.index.ParallelReader.doCommit:void(java.util.Map)
doClose,1,Some(533),14,0,0,14,44,3,org.apache.lucene.index.ParallelReader.doClose:void()
getFieldNames,2,Some(544),13,4,1,13,45,1,org.apache.lucene.index.ParallelReader.getFieldNames:java.util.Collection(java.util.FieldOption)
getTopReaderContext,1,Some(554),1,0,1,1,12,0,org.apache.lucene.index.ParallelReader.getTopReaderContext:java.util.ReaderContext()
addReaderFinishedListener,2,Some(559),8,2,0,8,32,1,org.apache.lucene.index.ParallelReader.addReaderFinishedListener:void(java.util.ReaderFinishedListener)
removeReaderFinishedListener,2,Some(567),8,2,0,8,32,1,org.apache.lucene.index.ParallelReader.removeReaderFinishedListener:void(java.util.ReaderFinishedListener)
perDocValues,1,Some(575),1,0,1,1,12,0,org.apache.lucene.index.ParallelReader.perDocValues:org.apache.lucene.index.codecs.PerDocValues()
addField,3,Some(584),5,1,0,5,24,0,org.apache.lucene.index.ParallelReader$ParallelPerDocs.addField:void(java.lang.String,java.util.IndexReader)
close,1,Some(589),0,0,0,0,8,0,org.apache.lucene.index.ParallelReader$ParallelPerDocs.close:void()
docValues,2,Some(594),2,0,1,2,16,0,org.apache.lucene.index.ParallelReader$ParallelPerDocs.docValues:org.apache.lucene.index.values.IndexDocValues(java.lang.String)
fields,1,Some(599),2,0,1,2,13,0,org.apache.lucene.index.ParallelReader$ParallelPerDocs.fields:java.util.Collection()
<init>,1,Some(581),5,0,0,5,16,0,org.apache.lucene.index.ParallelReader$ParallelPerDocs.<init>:void()
getCoreName,1,Some(75),0,0,1,0,9,0,org.apache.solr.BasicFunctionalityTest.getCoreName:java.lang.String()
beforeTests,0,Some(77),1,0,0,1,10,0,org.apache.solr.BasicFunctionalityTest.beforeTests:void()
testIgnoredFields,1,Some(112),9,0,0,9,38,0,org.apache.solr.BasicFunctionalityTest.testIgnoredFields:void()
testSomeStuff,1,Some(128),102,4,0,102,322,1,org.apache.solr.BasicFunctionalityTest.testSomeStuff:void()
testNonTrivialDeleteByQuery,1,Some(248),69,0,0,69,216,0,org.apache.solr.BasicFunctionalityTest.testNonTrivialDeleteByQuery:void()
testHTMLStrip,1,Some(337),12,0,0,12,46,0,org.apache.solr.BasicFunctionalityTest.testHTMLStrip:void()
testClientErrorOnMalformedNumbers,1,Some(351),59,8,0,59,171,6,org.apache.solr.BasicFunctionalityTest.testClientErrorOnMalformedNumbers:void()
testRequestHandlerBaseException,1,Some(387),18,5,0,18,54,0,org.apache.solr.BasicFunctionalityTest.testRequestHandlerBaseException:void()
testMultipleUpdatesPerAdd,1,Some(411),6,1,0,6,25,0,org.apache.solr.BasicFunctionalityTest.testMultipleUpdatesPerAdd:void()
testDocBoost,1,Some(424),18,2,0,18,55,0,org.apache.solr.BasicFunctionalityTest.testDocBoost:void()
testFieldBoost,1,Some(443),18,2,0,18,55,0,org.apache.solr.BasicFunctionalityTest.testFieldBoost:void()
testXMLWriter,1,Some(462),20,5,0,20,58,0,org.apache.solr.BasicFunctionalityTest.testXMLWriter:void()
testLocalSolrQueryRequestParams,1,Some(478),32,4,0,32,96,0,org.apache.solr.BasicFunctionalityTest.testLocalSolrQueryRequestParams:void()
testKeywordTokenizerFactory,1,Some(498),8,0,0,8,34,0,org.apache.solr.BasicFunctionalityTest.testKeywordTokenizerFactory:void()
testTermVectorFields,1,Some(514),61,3,0,61,136,0,org.apache.solr.BasicFunctionalityTest.testTermVectorFields:void()
testSolrParams,1,Some(548),100,6,0,100,286,0,org.apache.solr.BasicFunctionalityTest.testSolrParams:void()
testDefaultFieldValues,1,Some(604),22,0,0,22,89,0,org.apache.solr.BasicFunctionalityTest.testDefaultFieldValues:void()
testTokenizer,1,Some(646),10,0,0,10,42,0,org.apache.solr.BasicFunctionalityTest.testTokenizer:void()
testConfigDefaults,1,Some(665),20,0,0,20,87,0,org.apache.solr.BasicFunctionalityTest.testConfigDefaults:void()
mkstr,2,Some(698),13,2,1,13,46,1,org.apache.solr.BasicFunctionalityTest.mkstr:java.lang.String(int)
testNotLazyField,1,Some(706),40,5,0,40,100,0,org.apache.solr.BasicFunctionalityTest.testNotLazyField:void()
testLazyField,1,Some(728),108,12,0,108,289,3,org.apache.solr.BasicFunctionalityTest.testLazyField:void()
testDateMath,1,Some(794),79,6,0,79,274,2,org.apache.solr.BasicFunctionalityTest.testDateMath:void()
testDateRoundtrip,1,Some(885),12,0,0,12,47,0,org.apache.solr.BasicFunctionalityTest.testDateRoundtrip:void()
testPatternReplaceFilter,1,Some(898),12,0,0,12,52,0,org.apache.solr.BasicFunctionalityTest.testPatternReplaceFilter:void()
testAbuseOfSort,1,Some(920),28,2,0,28,96,2,org.apache.solr.BasicFunctionalityTest.testAbuseOfSort:void()
<init>,1,Some(72),0,0,0,0,7,0,org.apache.solr.BasicFunctionalityTest.<init>:void()
getDescription,1,Some(391),1,0,1,1,12,0,org.apache.solr.BasicFunctionalityTest.testRequestHandlerBaseException.RequestHandlerBase$0.getDescription:<unresolvedSignature>(0)
getSource,1,Some(393),1,0,1,1,12,0,org.apache.solr.BasicFunctionalityTest.testRequestHandlerBaseException.RequestHandlerBase$0.getSource:<unresolvedSignature>(0)
handleRequestBody,3,Some(395),5,1,0,5,24,0,org.apache.solr.BasicFunctionalityTest.testRequestHandlerBaseException.RequestHandlerBase$0.handleRequestBody:void(org.apache.solr.request.SolrQueryRequest,org.apache.solr.response.SolrQueryResponse)
<init>,3,Some(390),4,0,0,4,21,0,org.apache.solr.BasicFunctionalityTest.testRequestHandlerBaseException.RequestHandlerBase$0.<init>:void()
<init>,4,Some(53),39,3,0,39,105,1,org.apache.lucene.search.FieldSortedHitQueue.<init>:<unresolvedSignature>(3)
getMaxScore,1,Some(78),1,0,1,1,11,0,org.apache.lucene.search.FieldSortedHitQueue.getMaxScore:float()
insert,2,Some(85),6,0,1,6,25,0,org.apache.lucene.search.FieldSortedHitQueue.insert:<unresolvedSignature>(1)
insert,2,Some(93),2,0,1,2,15,0,org.apache.lucene.search.FieldSortedHitQueue.insert:boolean(java.lang.Object)
lessThan,3,Some(103),29,4,2,29,93,2,org.apache.lucene.search.FieldSortedHitQueue.lessThan:boolean(java.lang.Object,java.lang.Object)
fillFields,2,Some(131),20,2,1,20,63,2,org.apache.lucene.search.FieldSortedHitQueue.fillFields:<unresolvedSignature>(1)
getFields,1,Some(143),1,0,1,1,10,0,org.apache.lucene.search.FieldSortedHitQueue.getFields:<unresolvedSignature>(0)
lookup,4,Some(152),17,4,2,17,68,1,org.apache.lucene.search.FieldSortedHitQueue.lookup:<unresolvedSignature>(4)
store,5,Some(164),21,4,1,21,78,1,org.apache.lucene.search.FieldSortedHitQueue.store:java.lang.Object(org.apache.lucene.index.IndexReader,java.lang.String,int,java.lang.Object,java.lang.Object)
getCachedComparator,5,Some(178),33,2,3,33,149,11,org.apache.lucene.search.FieldSortedHitQueue.getCachedComparator:<unresolvedSignature>(5)
comparatorInt,2,Some(216),8,3,1,8,32,0,org.apache.lucene.search.FieldSortedHitQueue.comparatorInt:<unresolvedSignature>(2)
comparatorFloat,2,Some(247),8,3,1,8,32,0,org.apache.lucene.search.FieldSortedHitQueue.comparatorFloat:<unresolvedSignature>(2)
comparatorString,2,Some(278),8,3,1,8,32,0,org.apache.lucene.search.FieldSortedHitQueue.comparatorString:<unresolvedSignature>(2)
comparatorStringLocale,3,Some(309),10,4,1,10,41,0,org.apache.lucene.search.FieldSortedHitQueue.comparatorStringLocale:<unresolvedSignature>(3)
comparatorAuto,2,Some(340),19,3,4,19,84,8,org.apache.lucene.search.FieldSortedHitQueue.comparatorAuto:<unresolvedSignature>(2)
<clinit>,0,Some(43),5,0,0,5,13,0,org.apache.lucene.search.FieldSortedHitQueue.<clinit>:void()
compare,3,Some(222),11,2,3,11,48,2,org.apache.lucene.search.FieldSortedHitQueue.comparatorInt.ScoreDocComparator$0.compare:<unresolvedSignature>(2)
sortValue,2,Some(230),6,1,1,6,25,0,org.apache.lucene.search.FieldSortedHitQueue.comparatorInt.ScoreDocComparator$0.sortValue:<unresolvedSignature>(1)
sortType,1,Some(234),1,0,1,1,11,0,org.apache.lucene.search.FieldSortedHitQueue.comparatorInt.ScoreDocComparator$0.sortType:int()
<init>,2,Some(220),2,0,0,2,14,0,org.apache.lucene.search.FieldSortedHitQueue.comparatorInt.ScoreDocComparator$0.<init>:void()
compare,3,Some(253),11,2,3,11,48,2,org.apache.lucene.search.FieldSortedHitQueue.comparatorFloat.ScoreDocComparator$0.compare:<unresolvedSignature>(2)
sortValue,2,Some(261),6,1,1,6,25,0,org.apache.lucene.search.FieldSortedHitQueue.comparatorFloat.ScoreDocComparator$0.sortValue:<unresolvedSignature>(1)
sortType,1,Some(265),1,0,1,1,11,0,org.apache.lucene.search.FieldSortedHitQueue.comparatorFloat.ScoreDocComparator$0.sortType:int()
<init>,2,Some(251),2,0,0,2,14,0,org.apache.lucene.search.FieldSortedHitQueue.comparatorFloat.ScoreDocComparator$0.<init>:void()
compare,3,Some(284),13,2,3,13,52,2,org.apache.lucene.search.FieldSortedHitQueue.comparatorString.ScoreDocComparator$0.compare:<unresolvedSignature>(2)
sortValue,2,Some(292),7,0,1,7,25,0,org.apache.lucene.search.FieldSortedHitQueue.comparatorString.ScoreDocComparator$0.sortValue:<unresolvedSignature>(1)
sortType,1,Some(296),1,0,1,1,11,0,org.apache.lucene.search.FieldSortedHitQueue.comparatorString.ScoreDocComparator$0.sortType:int()
<init>,2,Some(282),2,0,0,2,14,0,org.apache.lucene.search.FieldSortedHitQueue.comparatorString.ScoreDocComparator$0.<init>:void()
compare,3,Some(316),8,0,1,8,30,0,org.apache.lucene.search.FieldSortedHitQueue.comparatorStringLocale.ScoreDocComparator$0.compare:<unresolvedSignature>(2)
sortValue,2,Some(320),3,0,1,3,17,0,org.apache.lucene.search.FieldSortedHitQueue.comparatorStringLocale.ScoreDocComparator$0.sortValue:<unresolvedSignature>(1)
sortType,1,Some(324),1,0,1,1,11,0,org.apache.lucene.search.FieldSortedHitQueue.comparatorStringLocale.ScoreDocComparator$0.sortType:int()
<init>,3,Some(314),4,0,0,4,21,0,org.apache.lucene.search.FieldSortedHitQueue.comparatorStringLocale.ScoreDocComparator$0.<init>:void()
<init>,3,Some(87),1,0,0,1,16,0,org.apache.lucene.search.SearcherManager.<init>:<unresolvedSignature>(2)
<init>,4,Some(108),16,0,0,16,47,0,org.apache.lucene.search.SearcherManager.<init>:<unresolvedSignature>(3)
maybeReopen,1,Some(132),27,3,3,27,92,8,org.apache.lucene.search.SearcherManager.maybeReopen:boolean()
get,1,Some(165),9,2,1,9,33,1,org.apache.lucene.search.SearcherManager.get:<unresolvedSignature>(0)
release,2,Some(179),2,0,0,2,12,0,org.apache.lucene.search.SearcherManager.release:<unresolvedSignature>(1)
swapSearcher,2,Some(185),10,2,0,10,38,1,org.apache.lucene.search.SearcherManager.swapSearcher:<unresolvedSignature>(1)
close,1,Some(199),1,0,0,1,11,0,org.apache.lucene.search.SearcherManager.close:void()
getEmail,1,Some(66),1,0,1,1,11,0,org.apache.aries.samples.blog.persistence.jpa.entity.AuthorImpl.getEmail:java.lang.String()
getName,1,Some(72),1,0,1,1,11,0,org.apache.aries.samples.blog.persistence.jpa.entity.AuthorImpl.getName:java.lang.String()
getDisplayName,1,Some(78),1,0,1,1,11,0,org.apache.aries.samples.blog.persistence.jpa.entity.AuthorImpl.getDisplayName:java.lang.String()
getBio,1,Some(84),1,0,1,1,11,0,org.apache.aries.samples.blog.persistence.jpa.entity.AuthorImpl.getBio:java.lang.String()
getDob,1,Some(90),1,0,1,1,11,0,org.apache.aries.samples.blog.persistence.jpa.entity.AuthorImpl.getDob:java.util.Date()
getEntries,1,Some(96),1,0,1,1,11,0,org.apache.aries.samples.blog.persistence.jpa.entity.AuthorImpl.getEntries:java.util.List()
setEmail,2,Some(104),2,0,0,2,14,0,org.apache.aries.samples.blog.persistence.jpa.entity.AuthorImpl.setEmail:void(java.lang.String)
setName,2,Some(110),2,0,0,2,14,0,org.apache.aries.samples.blog.persistence.jpa.entity.AuthorImpl.setName:void(java.lang.String)
setDisplayName,2,Some(116),2,0,0,2,14,0,org.apache.aries.samples.blog.persistence.jpa.entity.AuthorImpl.setDisplayName:void(java.lang.String)
setBio,2,Some(122),2,0,0,2,14,0,org.apache.aries.samples.blog.persistence.jpa.entity.AuthorImpl.setBio:void(java.lang.String)
setDob,2,Some(128),2,0,0,2,14,0,org.apache.aries.samples.blog.persistence.jpa.entity.AuthorImpl.setDob:void(java.util.Date)
updateEntries,2,Some(134),2,0,0,2,14,0,org.apache.aries.samples.blog.persistence.jpa.entity.AuthorImpl.updateEntries:<unresolvedSignature>(1)
setEntries,2,Some(140),2,0,0,2,14,0,org.apache.aries.samples.blog.persistence.jpa.entity.AuthorImpl.setEntries:void(java.util.List)
<init>,1,Some(42),0,0,0,0,7,0,org.apache.aries.samples.blog.persistence.jpa.entity.AuthorImpl.<init>:void()
<init>,9,Some(73),44,0,0,44,116,0,org.apache.solr.cloud.ChaosMonkey.<init>:<unresolvedSignature>(8)
expireSession,2,Some(91),15,3,0,15,45,2,org.apache.solr.cloud.ChaosMonkey.expireSession:void(org.apache.solr.client.solrj.embedded.JettySolrRunner)
expireRandomSession,1,Some(102),9,2,0,9,33,1,org.apache.solr.cloud.ChaosMonkey.expireRandomSession:void()
randomConnectionLoss,1,Some(112),9,2,0,9,33,1,org.apache.solr.cloud.ChaosMonkey.randomConnectionLoss:void()
causeConnectionLoss,2,Some(122),15,3,0,15,46,2,org.apache.solr.cloud.ChaosMonkey.causeConnectionLoss:void(org.apache.solr.client.solrj.embedded.JettySolrRunner)
stopShard,3,Some(135),6,1,1,6,28,0,org.apache.solr.cloud.ChaosMonkey.stopShard:org.apache.solr.client.solrj.embedded.JettySolrRunner(java.lang.String,int)
stopJetty,2,Some(141),3,0,0,3,16,0,org.apache.solr.cloud.ChaosMonkey.stopJetty:void(org.apache.solr.client.solrj.embedded.JettySolrRunner)
killJetty,2,Some(146),3,0,0,3,16,0,org.apache.solr.cloud.ChaosMonkey.killJetty:void(org.apache.solr.client.solrj.embedded.JettySolrRunner)
stop,1,Some(151),15,3,0,15,48,3,org.apache.solr.cloud.ChaosMonkey.stop:void(org.apache.solr.client.solrj.embedded.JettySolrRunner)
kill,1,Some(168),15,3,0,15,48,3,org.apache.solr.cloud.ChaosMonkey.kill:void(org.apache.solr.client.solrj.embedded.JettySolrRunner)
stopShard,2,Some(186),10,3,0,10,36,1,org.apache.solr.cloud.ChaosMonkey.stopShard:void(java.lang.String)
stopShardExcept,3,Some(193),13,3,0,13,46,2,org.apache.solr.cloud.ChaosMonkey.stopShardExcept:void(java.lang.String,java.lang.String)
getShard,3,Some(202),5,1,1,5,25,0,org.apache.solr.cloud.ChaosMonkey.getShard:org.apache.solr.client.solrj.embedded.JettySolrRunner(java.lang.String,int)
stopRandomShard,1,Some(207),3,1,1,3,16,0,org.apache.solr.cloud.ChaosMonkey.stopRandomShard:org.apache.solr.client.solrj.embedded.JettySolrRunner()
stopRandomShard,2,Some(213),5,1,1,5,28,1,org.apache.solr.cloud.ChaosMonkey.stopRandomShard:org.apache.solr.client.solrj.embedded.JettySolrRunner(java.lang.String)
killRandomShard,1,Some(222),3,1,1,3,16,0,org.apache.solr.cloud.ChaosMonkey.killRandomShard:org.apache.solr.client.solrj.embedded.JettySolrRunner()
getRandomSlice,1,Some(229),16,3,1,16,43,0,org.apache.solr.cloud.ChaosMonkey.getRandomSlice:java.lang.String()
killRandomShard,2,Some(238),5,1,1,5,28,1,org.apache.solr.cloud.ChaosMonkey.killRandomShard:org.apache.solr.client.solrj.embedded.JettySolrRunner(java.lang.String)
getRandomJetty,3,Some(246),122,20,3,122,314,10,org.apache.solr.cloud.ChaosMonkey.getRandomJetty:org.apache.solr.client.solrj.embedded.JettySolrRunner(java.lang.String,boolean)
getRandomClient,2,Some(327),12,3,1,12,41,0,org.apache.solr.cloud.ChaosMonkey.getRandomClient:org.apache.solr.client.solrj.SolrServer(java.lang.String)
startTheMonkey,3,Some(341),11,1,0,11,38,0,org.apache.solr.cloud.ChaosMonkey.startTheMonkey:void(boolean,int)
stopTheMonkey,1,Some(424),2,0,0,2,12,0,org.apache.solr.cloud.ChaosMonkey.stopTheMonkey:void()
getStarts,1,Some(428),2,0,1,2,12,0,org.apache.solr.cloud.ChaosMonkey.getStarts:int()
<clinit>,0,Some(49),4,0,0,4,14,0,org.apache.solr.cloud.ChaosMonkey.<clinit>:void()
run,1,Some(350),94,4,0,94,244,20,org.apache.solr.cloud.ChaosMonkey.startTheMonkey.Thread$0.run:void()
<init>,3,Some(347),9,0,0,9,30,0,org.apache.solr.cloud.ChaosMonkey.startTheMonkey.Thread$0.<init>:void()
setUp,1,Some(105),35,0,0,35,79,0,org.apache.solr.handler.TestReplicationHandler.setUp:void()
clearIndexWithReplication,1,Some(122),12,0,0,12,40,1,org.apache.solr.handler.TestReplicationHandler.clearIndexWithReplication:void()
tearDown,1,Some(131),21,0,0,21,54,0,org.apache.solr.handler.TestReplicationHandler.tearDown:void()
createJetty,1,Some(144),16,3,1,16,50,0,org.apache.solr.handler.TestReplicationHandler.createJetty:org.apache.solr.client.solrj.embedded.JettySolrRunner(org.apache.solr.handler.TestReplicationHandler$SolrInstance)
createNewSolrServer,1,Some(153),15,3,1,15,52,2,org.apache.solr.handler.TestReplicationHandler.createNewSolrServer:org.apache.solr.client.solrj.SolrServer(int)
