method_name,num_params,line_number,num_calls,num_locals,num_returns,num_invocations,body_size,num_control_structures,full_name
getStructureModelManager,1,Some(180),1,0,1,1,10,0,org.aspectj.ajde.Ajde.getStructureModelManager:org.aspectj.asm.AsmManager()
logEvent,2,Some(184),5,0,0,5,23,1,org.aspectj.ajde.Ajde.logEvent:void(java.lang.String)
runInSameVM,1,Some(200),15,3,2,15,47,1,org.aspectj.ajde.Ajde.runInSameVM:java.lang.Thread()
runInNewVM,1,Some(230),23,3,2,23,65,1,org.aspectj.ajde.Ajde.runInNewVM:<unresolvedSignature>(0)
setErrorHandler,2,Some(325),2,0,0,2,14,0,org.aspectj.ajde.Ajde.setErrorHandler:<unresolvedSignature>(1)
<init>,3,Some(335),30,4,0,30,99,4,org.aspectj.ajde.Ajde$RunProperties.<init>:<unresolvedSignature>(2)
<clinit>,0,Some(40),9,0,0,9,23,0,org.aspectj.ajde.Ajde.<clinit>:void()
run,1,Some(207),13,0,0,13,40,2,org.aspectj.ajde.Ajde.runInSameVM.Runnable$0.run:void()
<init>,3,Some(206),4,0,0,4,21,0,org.aspectj.ajde.Ajde.runInSameVM.Runnable$0.<init>:void()
doCompleting,3,Some(240),53,7,1,53,154,7,org.aspectj.ajde.Ajde.runInNewVM.LangUtil.ProcessController$0.doCompleting:<unresolvedSignature>(2)
<init>,4,Some(239),6,0,0,6,28,0,org.aspectj.ajde.Ajde.runInNewVM.LangUtil.ProcessController$0.<init>:void()
currConfigChanged,2,Some(286),4,0,0,4,19,1,org.aspectj.ajde.Ajde.STRUCTURE_UPDATE_CONFIG_LISTENER.BuildConfigListener$0.currConfigChanged:<unresolvedSignature>(1)
configsListUpdated,2,Some(290),0,0,0,0,9,0,org.aspectj.ajde.Ajde.STRUCTURE_UPDATE_CONFIG_LISTENER.BuildConfigListener$0.configsListUpdated:void(java.util.List)
<init>,2,Some(285),2,0,0,2,14,0,org.aspectj.ajde.Ajde.STRUCTURE_UPDATE_CONFIG_LISTENER.BuildConfigListener$0.<init>:void()
compileStarted,2,Some(298),17,1,0,17,47,1,org.aspectj.ajde.Ajde.BUILD_STATUS_LISTENER.BuildListener$1.compileStarted:<unresolvedSignature>(1)
compileFinished,5,Some(312),7,1,0,7,31,1,org.aspectj.ajde.Ajde.BUILD_STATUS_LISTENER.BuildListener$1.compileFinished:<unresolvedSignature>(4)
compileAborted,3,Some(322),0,0,0,0,11,0,org.aspectj.ajde.Ajde.BUILD_STATUS_LISTENER.BuildListener$1.compileAborted:<unresolvedSignature>(2)
<init>,2,Some(293),2,0,0,2,14,0,org.aspectj.ajde.Ajde.BUILD_STATUS_LISTENER.BuildListener$1.<init>:void()
<init>,1,Some(44),15,0,0,15,44,0,org.aspectj.ajde.internal.CompilerAdapter.<init>:void()
showInfoMessages,2,Some(48),2,0,0,2,14,0,org.aspectj.ajde.internal.CompilerAdapter.showInfoMessages:void(boolean)
getShowInfoMessages,1,Some(51),1,0,1,1,11,0,org.aspectj.ajde.internal.CompilerAdapter.getShowInfoMessages:boolean()
nextBuildFresh,1,Some(55),3,0,0,3,17,1,org.aspectj.ajde.internal.CompilerAdapter.nextBuildFresh:void()
requestCompileExit,1,Some(61),5,0,0,5,23,2,org.aspectj.ajde.internal.CompilerAdapter.requestCompileExit:void()
isStructureDirty,1,Some(69),1,0,1,1,11,0,org.aspectj.ajde.internal.CompilerAdapter.isStructureDirty:boolean()
setStructureDirty,2,Some(73),2,0,0,2,14,0,org.aspectj.ajde.internal.CompilerAdapter.setStructureDirty:void(boolean)
compile,4,Some(77),62,4,7,62,198,16,org.aspectj.ajde.internal.CompilerAdapter.compile:<unresolvedSignature>(3)
genBuildConfig,2,Some(142),67,11,3,67,173,5,org.aspectj.ajde.internal.CompilerAdapter.genBuildConfig:<unresolvedSignature>(1)
signalText,2,Some(224),3,0,0,3,14,0,org.aspectj.ajde.internal.CompilerAdapter.signalText:void(java.lang.String)
signalThrown,2,Some(229),8,1,0,8,26,0,org.aspectj.ajde.internal.CompilerAdapter.signalThrown:void(java.lang.Throwable)
configureBuildOptions,3,Some(240),111,15,1,111,347,22,org.aspectj.ajde.internal.CompilerAdapter.configureBuildOptions:<unresolvedSignature>(3)
disableWarnings,1,Some(343),30,0,0,30,87,0,org.aspectj.ajde.internal.CompilerAdapter.disableWarnings:void(java.util.Map)
enableWarnings,2,Some(379),56,2,0,56,193,20,org.aspectj.ajde.internal.CompilerAdapter.enableWarnings:void(java.util.Map,java.util.Set)
configureNonStandardOptions,3,Some(425),19,5,3,19,70,3,org.aspectj.ajde.internal.CompilerAdapter.configureNonStandardOptions:<unresolvedSignature>(3)
configureProjectOptions,3,Some(467),68,10,0,68,176,7,org.aspectj.ajde.internal.CompilerAdapter.configureProjectOptions:<unresolvedSignature>(2)
join,3,Some(508),11,1,1,11,43,3,org.aspectj.ajde.internal.CompilerAdapter.join:void(java.util.Collection,java.util.Collection)
init,1,Some(520),15,0,0,15,39,1,org.aspectj.ajde.internal.CompilerAdapter.init:void()
<init>,2,Some(534),6,0,0,6,21,0,org.aspectj.ajde.internal.CompilerAdapter$MessageHandlerAdapter.<init>:void()
handleMessage,2,Some(538),13,1,2,13,43,1,org.aspectj.ajde.internal.CompilerAdapter$MessageHandlerAdapter.handleMessage:<unresolvedSignature>(1)
setBuildNotifierAdapter,2,Some(549),2,0,0,2,14,0,org.aspectj.ajde.internal.CompilerAdapter$MessageHandlerAdapter.setBuildNotifierAdapter:<unresolvedSignature>(1)
findMatches,3,Some(35),12,2,2,12,45,2,org.aspectj.ajde.ui.StructureSearchManager.findMatches:<unresolvedSignature>(2)
findMatchesHelper,5,Some(49),21,1,1,21,73,4,org.aspectj.ajde.ui.StructureSearchManager.findMatchesHelper:<unresolvedSignature>(4)
<init>,1,Some(28),0,0,0,0,7,0,org.aspectj.ajde.ui.StructureSearchManager.<init>:void()
<init>,2,Some(54),27,0,0,27,63,0,org.aspectj.ajde.ui.StructureViewManager.<init>:<unresolvedSignature>(1)
fireNavigateBackAction,2,Some(60),8,1,0,8,32,2,org.aspectj.ajde.ui.StructureViewManager.fireNavigateBackAction:<unresolvedSignature>(1)
fireNavigateForwardAction,2,Some(70),8,1,0,8,32,2,org.aspectj.ajde.ui.StructureViewManager.fireNavigateForwardAction:<unresolvedSignature>(1)
fireNavigationAction,3,Some(85),8,1,0,8,32,1,org.aspectj.ajde.ui.StructureViewManager.fireNavigationAction:void(java.lang.String,int)
fireNavigationAction,3,Some(98),1,0,0,1,15,0,org.aspectj.ajde.ui.StructureViewManager.fireNavigationAction:<unresolvedSignature>(2)
navigationAction,3,Some(107),68,6,1,68,181,11,org.aspectj.ajde.ui.StructureViewManager.navigationAction:<unresolvedSignature>(2)
refreshView,2,Some(138),8,1,0,8,26,0,org.aspectj.ajde.ui.StructureViewManager.refreshView:<unresolvedSignature>(1)
getDefaultViewProperties,1,Some(144),1,0,1,1,11,0,org.aspectj.ajde.ui.StructureViewManager.getDefaultViewProperties:<unresolvedSignature>(0)
getAvailableRelations,1,Some(151),1,0,1,1,11,0,org.aspectj.ajde.ui.StructureViewManager.getAvailableRelations:java.util.List()
createGlobalView,2,Some(158),5,1,1,5,23,0,org.aspectj.ajde.ui.StructureViewManager.createGlobalView:<unresolvedSignature>(1)
createViewForSourceFile,3,Some(169),16,1,1,16,52,1,org.aspectj.ajde.ui.StructureViewManager.createViewForSourceFile:<unresolvedSignature>(2)
deleteView,2,Some(182),2,0,1,2,15,0,org.aspectj.ajde.ui.StructureViewManager.deleteView:<unresolvedSignature>(1)
setDefaultFileView,2,Some(186),2,0,0,2,14,0,org.aspectj.ajde.ui.StructureViewManager.setDefaultFileView:<unresolvedSignature>(1)
getDefaultFileView,1,Some(190),1,0,1,1,11,0,org.aspectj.ajde.ui.StructureViewManager.getDefaultFileView:<unresolvedSignature>(0)
elementsUpdated,2,Some(42),16,0,0,16,45,1,org.aspectj.ajde.ui.StructureViewManager.VIEW_LISTENER.IHierarchyListener$0.elementsUpdated:<unresolvedSignature>(1)
<init>,2,Some(41),2,0,0,2,14,0,org.aspectj.ajde.ui.StructureViewManager.VIEW_LISTENER.IHierarchyListener$0.<init>:void()
<init>,1,Some(45),48,3,0,48,115,0,org.aspectj.ajde.ui.swing.StructureTreeManager.<init>:void()
highlightNode,2,Some(59),5,0,0,5,19,0,org.aspectj.ajde.ui.swing.StructureTreeManager.highlightNode:<unresolvedSignature>(1)
getSelectedIProgramElement,1,Some(63),5,0,1,5,17,0,org.aspectj.ajde.ui.swing.StructureTreeManager.getSelectedIProgramElement:<unresolvedSignature>(0)
scrollToHighlightedNode,1,Some(67),4,0,0,4,15,0,org.aspectj.ajde.ui.swing.StructureTreeManager.scrollToHighlightedNode:void()
highlightNode,3,Some(71),32,4,0,32,93,3,org.aspectj.ajde.ui.swing.StructureTreeManager.highlightNode:<unresolvedSignature>(2)
updateTree,2,Some(95),10,1,1,10,44,5,org.aspectj.ajde.ui.swing.StructureTreeManager.updateTree:<unresolvedSignature>(1)
getStructureTree,1,Some(132),1,0,1,1,10,0,org.aspectj.ajde.ui.swing.StructureTreeManager.getStructureTree:<unresolvedSignature>(0)
expandTreeToFiles,1,Some(136),35,4,0,35,99,5,org.aspectj.ajde.ui.swing.StructureTreeManager.expandTreeToFiles:void()
expandTree,2,Some(156),28,2,0,28,78,3,org.aspectj.ajde.ui.swing.StructureTreeManager.expandTree:void(int)
<init>,3,Some(170),3,0,0,3,19,0,org.aspectj.ajde.ui.swing.StructureTreeManager$StructureTreeModel.<init>:void(javax.swing.tree.TreeNode)
valueForPathChanged,3,Some(174),4,1,0,4,21,0,org.aspectj.ajde.ui.swing.StructureTreeManager$StructureTreeModel.valueForPathChanged:void(javax.swing.tree.TreePath,java.lang.Object)
run,1,Some(98),36,3,0,36,99,6,org.aspectj.ajde.ui.swing.StructureTreeManager.updateTree.Runnable$0.run:void()
<init>,3,Some(97),4,0,0,4,21,0,org.aspectj.ajde.ui.swing.StructureTreeManager.updateTree.Runnable$0.<init>:void()
<init>,4,Some(40),18,1,0,18,65,3,org.aspectj.ajde.ui.swing.SwingTreeViewNode.<init>:<unresolvedSignature>(3)
<init>,3,Some(59),9,0,0,9,33,0,org.aspectj.ajde.ui.swing.SwingTreeViewNode.<init>:<unresolvedSignature>(2)
<init>,3,Some(69),8,0,0,8,32,0,org.aspectj.ajde.ui.swing.SwingTreeViewNode.<init>:<unresolvedSignature>(2)
getStructureNode,1,Some(76),1,0,1,1,11,0,org.aspectj.ajde.ui.swing.SwingTreeViewNode.getStructureNode:<unresolvedSignature>(0)
getIcon,1,Some(80),1,0,1,1,11,0,org.aspectj.ajde.ui.swing.SwingTreeViewNode.getIcon:<unresolvedSignature>(0)
add,2,Some(84),2,0,0,2,14,0,org.aspectj.ajde.ui.swing.SwingTreeViewNode.add:<unresolvedSignature>(1)
add,3,Some(88),2,0,0,2,17,0,org.aspectj.ajde.ui.swing.SwingTreeViewNode.add:<unresolvedSignature>(2)
remove,2,Some(92),2,0,0,2,14,0,org.aspectj.ajde.ui.swing.SwingTreeViewNode.remove:<unresolvedSignature>(1)
getChildren,1,Some(96),6,1,2,6,29,2,org.aspectj.ajde.ui.swing.SwingTreeViewNode.getChildren:java.util.List()
getKind,1,Some(104),1,0,1,1,11,0,org.aspectj.ajde.ui.swing.SwingTreeViewNode.getKind:org.aspectj.ajde.ui.IStructureViewNode.Kind()
getRelationshipName,1,Some(108),1,0,1,1,11,0,org.aspectj.ajde.ui.swing.SwingTreeViewNode.getRelationshipName:java.lang.String()
toString,1,Some(112),13,0,3,13,47,4,org.aspectj.ajde.ui.swing.SwingTreeViewNode.toString:java.lang.String()
openFile,2,Some(79),59,4,1,59,149,4,org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor.openFile:void(java.lang.String)
buildTree,2,Some(105),12,2,1,12,40,1,org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor.buildTree:org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor$ConfigTreeNode(org.aspectj.ajde.ui.BuildConfigNode)
saveModel,1,Some(114),4,0,0,4,14,0,org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor.saveModel:void()
jbInit,1,Some(118),102,14,0,102,284,0,org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor.jbInit:void()
<init>,3,Some(159),13,0,0,13,40,0,org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor$ConfigTreeNode.<init>:void(org.aspectj.ajde.ui.BuildConfigNode)
getModelNode,1,Some(164),1,0,1,1,11,0,org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor$ConfigTreeNode.getModelNode:org.aspectj.ajde.ui.BuildConfigNode()
setModelNode,2,Some(168),2,0,0,2,14,0,org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor$ConfigTreeNode.setModelNode:void(org.aspectj.ajde.ui.BuildConfigNode)
<init>,3,Some(179),16,0,0,16,45,0,org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor$ConfigFileMouseAdapter.<init>:void(javax.swing.JTree)
mousePressed,2,Some(184),40,4,0,40,105,5,org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor$ConfigFileMouseAdapter.mousePressed:void(java.awt.event.MouseEvent)
isCheckBox,3,Some(211),6,1,1,6,26,0,org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor$ConfigFileMouseAdapter.isCheckBox:boolean(int,int)
getTreeCellRendererComponent,8,Some(218),82,6,1,82,232,11,org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor$ConfigTreeCellRenderer.getTreeCellRendererComponent:java.awt.Component(javax.swing.JTree,java.lang.Object,boolean,boolean,boolean,int,boolean)
<init>,1,Some(217),0,0,0,0,7,0,org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor$ConfigTreeCellRenderer.<init>:void()
cancel_button_actionPerformed,2,Some(278),0,0,0,0,8,0,org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor.cancel_button_actionPerformed:void(java.awt.event.ActionEvent)
save_button_actionPerformed,2,Some(282),1,0,0,1,10,0,org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor.save_button_actionPerformed:void(java.awt.event.ActionEvent)
<init>,1,Some(58),51,0,0,51,103,0,org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor.<init>:void()
<clinit>,0,Some(58),5,0,0,5,13,0,org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor.<clinit>:void()
actionPerformed,2,Some(131),2,0,0,2,14,0,org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor.jbInit.java.awt.event.ActionListener$0.actionPerformed:void(java.awt.event.ActionEvent)
<init>,2,Some(130),2,0,0,2,14,0,org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor.jbInit.java.awt.event.ActionListener$0.<init>:void()
actionPerformed,2,Some(138),2,0,0,2,14,0,org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor.jbInit.java.awt.event.ActionListener$1.actionPerformed:void(java.awt.event.ActionEvent)
<init>,2,Some(137),2,0,0,2,14,0,org.aspectj.ajde.ui.swing.TreeViewBuildConfigEditor.jbInit.java.awt.event.ActionListener$1.<init>:void()
<init>,2,Some(33),3,0,0,3,17,0,org.aspectj.ajde.CompilerMessagesTest.<init>:void(java.lang.String)
testMessages,1,Some(37),33,3,0,33,86,3,org.aspectj.ajde.CompilerMessagesTest.testMessages:void()
testDeclareMessageContents,1,Some(63),12,2,0,12,34,0,org.aspectj.ajde.CompilerMessagesTest.testDeclareMessageContents:void()
setUp,1,Some(74),3,0,0,3,15,0,org.aspectj.ajde.CompilerMessagesTest.setUp:void()
tearDown,1,Some(82),1,0,0,1,9,0,org.aspectj.ajde.CompilerMessagesTest.tearDown:void()
reset,1,Some(24),2,0,0,2,12,0,org.aspectj.ajde.TestBuildListener.reset:void()
compileStarted,2,Some(28),0,0,0,0,9,0,org.aspectj.ajde.TestBuildListener.compileStarted:void(java.lang.String)
compileFinished,5,Some(30),6,1,0,6,31,0,org.aspectj.ajde.TestBuildListener.compileFinished:void(java.lang.String,int,boolean,boolean)
compileAborted,3,Some(36),0,0,0,0,11,0,org.aspectj.ajde.TestBuildListener.compileAborted:void(java.lang.String,java.lang.String)
getBuildFinished,1,Some(38),1,0,1,1,11,0,org.aspectj.ajde.TestBuildListener.getBuildFinished:boolean()
getBuildSucceeded,1,Some(42),1,0,1,1,11,0,org.aspectj.ajde.TestBuildListener.getBuildSucceeded:boolean()
<init>,1,Some(19),4,0,0,4,17,0,org.aspectj.ajde.TestBuildListener.<init>:void()
<init>,2,Some(51),1,0,0,1,12,0,wicket.markup.html.tree.TreeTest.<init>:void(java.lang.String)
testRenderTreePage_1,1,Some(60),43,2,0,43,97,0,wicket.markup.html.tree.TreeTest.testRenderTreePage_1:void()
testRenderTreePageWithBorder_1,1,Some(90),43,2,0,43,97,0,wicket.markup.html.tree.TreeTest.testRenderTreePageWithBorder_1:void()
testRenderTreePageNoWicketHeadTag_1,1,Some(121),43,2,0,43,97,0,wicket.markup.html.tree.TreeTest.testRenderTreePageNoWicketHeadTag_1:void()
executeTest,3,Some(183),26,1,0,26,66,0,wicket.markup.html.tree.TreeTest.executeTest:void(java.lang.Class,java.lang.String)
<clinit>,0,Some(39),4,0,0,4,13,0,wicket.markup.html.tree.TreeTest.<clinit>:void()
call,4,Some(65),32,4,1,32,111,5,org.apache.jmeter.util.BSFJavaScriptEngine.call:java.lang.Object(java.lang.Object,java.lang.String,java.lang.Object[])
declareBean,2,Some(106),24,1,0,24,72,2,org.apache.jmeter.util.BSFJavaScriptEngine.declareBean:void(org.apache.bsf.BSFDeclaredBean)
eval,5,Some(125),20,3,1,20,81,4,org.apache.jmeter.util.BSFJavaScriptEngine.eval:java.lang.Object(java.lang.String,int,int,java.lang.Object)
handleError,2,Some(158),41,4,0,41,133,12,org.apache.jmeter.util.BSFJavaScriptEngine.handleError:void(java.lang.Throwable)
initialize,4,Some(209),23,3,0,23,86,4,org.apache.jmeter.util.BSFJavaScriptEngine.initialize:void(org.apache.bsf.BSFManager,java.lang.String,java.util.Vector)
undeclareBean,2,Some(239),3,0,0,3,17,0,org.apache.jmeter.util.BSFJavaScriptEngine.undeclareBean:void(org.apache.bsf.BSFDeclaredBean)
<init>,1,Some(50),0,0,0,0,7,0,org.apache.jmeter.util.BSFJavaScriptEngine.<init>:void()
main,1,Some(32),149,20,0,149,395,5,org.apache.jmeter.monitor.util.MemoryBenchmark.main:void(java.lang.String[])
<init>,1,Some(30),0,0,0,0,7,0,org.apache.jmeter.monitor.util.MemoryBenchmark.<init>:void()
<init>,2,Some(73),1,0,0,1,12,0,org.aspectj.testing.harness.bridge.AjcMessageHandler.<init>:void(org.aspectj.bridge.IMessageHolder)
<init>,3,Some(79),33,4,0,33,99,4,org.aspectj.testing.harness.bridge.AjcMessageHandler.<init>:void(org.aspectj.bridge.IMessageHolder,boolean)
init,1,Some(105),5,0,0,5,19,0,org.aspectj.testing.harness.bridge.AjcMessageHandler.init:void()
handleMessage,2,Some(117),7,1,1,7,31,1,org.aspectj.testing.harness.bridge.AjcMessageHandler.handleMessage:boolean(org.aspectj.bridge.IMessage)
setRecompiled,2,Some(130),9,1,0,9,33,1,org.aspectj.testing.harness.bridge.AjcMessageHandler.setRecompiled:void(java.util.List)
getCompilerDiffs,1,Some(138),53,8,1,53,161,6,org.aspectj.testing.harness.bridge.AjcMessageHandler.getCompilerDiffs:org.aspectj.testing.harness.bridge.AjcMessageHandler$CompilerDiffs()
passed,1,Some(198),3,0,1,3,13,0,org.aspectj.testing.harness.bridge.AjcMessageHandler.passed:boolean()
expectingCommandTrue,1,Some(203),1,0,1,1,11,0,org.aspectj.testing.harness.bridge.AjcMessageHandler.expectingCommandTrue:boolean()
report,2,Some(212),18,3,0,18,72,4,org.aspectj.testing.harness.bridge.AjcMessageHandler.report:void(org.aspectj.bridge.IMessageHandler)
toString,1,Some(235),24,3,1,24,80,0,org.aspectj.testing.harness.bridge.AjcMessageHandler.toString:java.lang.String()
expecting,2,Some(252),14,1,1,14,54,4,org.aspectj.testing.harness.bridge.AjcMessageHandler.expecting:boolean(org.aspectj.bridge.IMessage)
getMessagesWithoutExpectedFails,1,Some(271),29,3,1,29,87,5,org.aspectj.testing.harness.bridge.AjcMessageHandler.getMessagesWithoutExpectedFails:java.util.IMessage[]()
expectedMessagesHasMatchFor,2,Some(297),10,1,2,10,41,2,org.aspectj.testing.harness.bridge.AjcMessageHandler.expectedMessagesHasMatchFor:boolean(org.aspectj.bridge.IMessage)
getList,2,Some(310),9,0,2,9,36,1,org.aspectj.testing.harness.bridge.AjcMessageHandler.getList:java.util.List(org.aspectj.bridge.IMessage.Kind)
render,5,Some(318),8,0,0,8,37,2,org.aspectj.testing.harness.bridge.AjcMessageHandler.render:void(java.lang.StringBuffer,java.lang.String,java.lang.String,java.util.List)
<init>,3,Some(339),9,0,0,9,32,0,org.aspectj.testing.harness.bridge.AjcMessageHandler$CompilerDiffs.<init>:void(org.aspectj.testing.util.Diffs,org.aspectj.testing.util.Diffs)
<clinit>,0,Some(328),5,0,0,5,13,0,org.aspectj.testing.harness.bridge.AjcMessageHandler$CompilerDiffs.<clinit>:void()
accept,2,Some(331),5,0,1,5,19,0,org.aspectj.testing.harness.bridge.AjcMessageHandler$CompilerDiffs.SKIP_UNEXPECTED_INFO.Diffs.Filter$0.accept:boolean(java.util.Object)
<init>,1,Some(330),0,0,0,0,7,0,org.aspectj.testing.harness.bridge.AjcMessageHandler$CompilerDiffs.SKIP_UNEXPECTED_INFO.Diffs.Filter$0.<init>:void()
<clinit>,0,Some(39),8,0,0,8,22,0,org.aspectj.testing.harness.bridge.AjcMessageHandler.<clinit>:void()
isNumber,1,Some(49),5,0,3,5,29,3,org.aspectj.testing.harness.bridge.FlatSuiteReader.isNumber:boolean(java.lang.String)
<init>,1,Some(64),0,0,0,0,7,0,org.aspectj.testing.harness.bridge.FlatSuiteReader.<init>:void()
getType,1,Some(70),1,0,1,1,11,0,org.aspectj.testing.harness.bridge.FlatSuiteReader.getType:java.lang.Class()
make,2,Some(81),164,21,3,164,540,27,org.aspectj.testing.harness.bridge.FlatSuiteReader.make:java.lang.Object(org.aspectj.util.LineReader)
read,2,Some(87),1,0,1,1,14,0,org.aspectj.testing.harness.bridge.FlatSuiteReader.make.R.read:java.lang.String(java.lang.String)
read,3,Some(90),20,4,1,20,67,2,org.aspectj.testing.harness.bridge.FlatSuiteReader.make.R.read:java.lang.String(java.lang.String,boolean)
<init>,3,Some(86),4,0,0,4,21,0,org.aspectj.testing.harness.bridge.FlatSuiteReader.make.R.<init>:void()
cleanup,3,Some(238),125,17,0,125,350,19,org.aspectj.testing.harness.bridge.FlatSuiteReader.cleanup:<unresolvedSignature>(2)
strip,3,Some(308),20,4,2,20,64,1,org.aspectj.testing.harness.bridge.FlatSuiteReader.strip:boolean(java.lang.StringBuffer,java.lang.String)
makeMessages,5,Some(330),26,4,1,26,90,3,org.aspectj.testing.harness.bridge.FlatSuiteReader.makeMessages:java.util.List(org.aspectj.bridge.IMessage.Kind,java.lang.String[],int,java.io.File)
readSuite,2,Some(353),25,5,1,25,82,3,org.aspectj.testing.harness.bridge.FlatSuiteReader.readSuite:<unresolvedSignature>(1)
<clinit>,0,Some(44),14,0,0,14,31,0,org.aspectj.testing.harness.bridge.FlatSuiteReader.<clinit>:void()
doIsValid,2,Some(361),3,0,1,3,18,0,org.aspectj.testing.harness.bridge.FlatSuiteReader.readSuite.StandardObjectChecker$0.doIsValid:<unresolvedSignature>(1)
<init>,3,Some(360),4,0,0,4,21,0,org.aspectj.testing.harness.bridge.FlatSuiteReader.readSuite.StandardObjectChecker$0.<init>:void()
getRtJarFor,2,Some(71),23,4,1,23,85,9,org.aspectj.testing.harness.bridge.Globals.getRtJarFor:java.io.File(java.lang.String,java.lang.String)
get14Bootclasspath,0,Some(105),0,0,1,0,7,0,org.aspectj.testing.harness.bridge.Globals.get14Bootclasspath:java.lang.String()
getSystemProperty,2,Some(115),6,2,1,6,33,3,org.aspectj.testing.harness.bridge.Globals.getSystemProperty:java.lang.String(java.lang.String,java.lang.String)
<init>,1,Some(27),0,0,0,0,7,0,org.aspectj.testing.harness.bridge.Globals.<init>:void()
<clinit>,0,Some(27),36,0,0,36,83,0,org.aspectj.testing.harness.bridge.Globals.<clinit>:void()
<init>,5,Some(83),4,0,0,4,29,0,org.aspectj.testing.harness.bridge.RunSpecIterator.<init>:<unresolvedSignature>(4)
<init>,6,Some(99),14,0,0,14,56,0,org.aspectj.testing.harness.bridge.RunSpecIterator.<init>:<unresolvedSignature>(5)
abortOnFailure,1,Some(120),1,0,1,1,11,0,org.aspectj.testing.harness.bridge.RunSpecIterator.abortOnFailure:boolean()
reset,1,Some(125),10,0,0,10,30,0,org.aspectj.testing.harness.bridge.RunSpecIterator.reset:void()
getNumIncomplete,1,Some(133),1,0,1,1,11,0,org.aspectj.testing.harness.bridge.RunSpecIterator.getNumIncomplete:int()
hasNextRun,1,Some(140),10,0,1,10,27,0,org.aspectj.testing.harness.bridge.RunSpecIterator.hasNextRun:boolean()
nextRun,3,Some(154),86,7,2,86,278,23,org.aspectj.testing.harness.bridge.RunSpecIterator.nextRun:org.aspectj.testing.run.IRun(org.aspectj.bridge.IMessageHandler,org.aspectj.testing.run.Runner)
iterationCompleted,1,Some(223),0,0,0,0,7,0,org.aspectj.testing.harness.bridge.RunSpecIterator.iterationCompleted:void()
toString,1,Some(226),2,0,1,2,13,0,org.aspectj.testing.harness.bridge.RunSpecIterator.toString:java.lang.String()
makeSandbox,3,Some(243),1,0,1,1,14,0,org.aspectj.testing.harness.bridge.RunSpecIterator.makeSandbox:<unresolvedSignature>(2)
getSandbox,1,Some(248),1,0,1,1,11,0,org.aspectj.testing.harness.bridge.RunSpecIterator.getSandbox:<unresolvedSignature>(0)
setSandbox,2,Some(253),3,0,0,3,18,0,org.aspectj.testing.harness.bridge.RunSpecIterator.setSandbox:<unresolvedSignature>(1)
enableVerbose,1,Some(38),13,1,0,13,43,2,org.aspectj.testing.util.RunUtils.enableVerbose:void(org.aspectj.testing.harness.bridge.AbstractRunSpec)
numFailures,2,Some(61),24,4,2,24,90,7,org.aspectj.testing.util.RunUtils.numFailures:int(org.aspectj.testing.run.IRunStatus,boolean)
printShort,2,Some(85),4,0,1,4,24,1,org.aspectj.testing.util.RunUtils.printShort:void(java.io.PrintStream,org.aspectj.testing.run.IRunStatus)
printShort,3,Some(92),35,5,0,35,107,3,org.aspectj.testing.util.RunUtils.printShort:void(java.io.PrintStream,java.lang.String,org.aspectj.testing.run.IRunStatus)
print,2,Some(109),4,0,1,4,24,1,org.aspectj.testing.util.RunUtils.print:void(java.io.PrintStream,org.aspectj.testing.run.IRunStatus)
print,3,Some(116),3,0,0,3,22,0,org.aspectj.testing.util.RunUtils.print:void(java.io.PrintStream,java.lang.String,org.aspectj.testing.run.IRunStatus)
print,5,Some(120),56,7,0,56,174,6,org.aspectj.testing.util.RunUtils.print:void(java.io.PrintStream,java.lang.String,org.aspectj.testing.run.IRunStatus,org.aspectj.bridge.MessageUtil.IMessageRenderer,org.aspectj.bridge.IMessageHandler)
debugString,1,Some(155),40,10,2,40,124,1,org.aspectj.testing.util.RunUtils.debugString:java.lang.String(org.aspectj.testing.run.IRunStatus)
toShortString,1,Some(192),6,1,2,6,27,1,org.aspectj.testing.util.RunUtils.toShortString:java.lang.String(org.aspectj.testing.run.IRunStatus)
printRunStatus,3,Some(202),0,0,0,0,12,0,org.aspectj.testing.util.RunUtils$IRunStatusPrinter.printRunStatus:void(java.io.PrintStream,org.aspectj.testing.run.IRunStatus)
<init>,1,Some(367),0,0,0,0,7,0,org.aspectj.testing.util.RunUtils.<init>:void()
